pl_name,pl_letter,pl_controv_flag,tran_flag,rv_flag,ttv_flag,ptv_flag,ast_flag,micro_flag,ima_flag,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_orblper,pl_orbtper,pl_orbtper_systemref,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_msinie,pl_msinij,pl_dens,pl_eqt,pl_insol,pl_trandur,pl_trandep,pl_tranmid,pl_tranmid_systemref,pl_ratror,pl_ratdor,pl_imppar,pl_occdep,pl_rvamp,pl_projobliq,pl_trueobliq,pl_angsep,pl_nespec,pl_ntranspec,pl_ndispec,pl_pubdate,hostname,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_age,st_dens,st_rotp,st_vsin,st_radv,st_log_rhk,st_nphot,st_nrvc,st_nspec,sy_name,ra,dec,sy_dist,sy_plx,sy_pm,sy_pmra,sy_pmdec,sy_snum,sy_pnum,sy_mnum,cb_flag,sy_vmag,sy_bmag,sy_jmag,sy_hmag,sy_kmag,sy_gaiamag,sy_tmag,sy_kepmag,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,discoverymethod,disc_year,disc_facility,disc_instrument,disc_locale,disc_pubdate,disc_refname,planet_class,habitability_zone_est,calc_density
Kepler-379 c,c,0,1,0,0,0,0,0,0,62.784697,0.326,0.0,89.84,,,,2.29,0.204,,,5.86,0.0184,M-R relationship,,,2.68,530.0,19.793,4.678,0.0325,2454990.30359,BJD,0.016583,97.7,0.18,,,,,0.446,0,0,0,,Kepler-379,,,TIC 184167421,Gaia DR2 2073167180357401984,Gaia DR3 2073167180357401984,,6054.0,1.306,1.125,0.09,4.273,0.27953,2.24,0.55,,,,,0,0,0,Kepler-379,295.7010981,38.9458209,731.274,1.3387,3.3245586,-1.14757,-3.12022,1,2,0,0,13.475,14.101,12.341,12.092,12.005,13.3686,12.959,13.358,,13.31,13.193,13.158,11.978,12.025,12.296,9.237001,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Sub-Neptune,Hot Zone,2.68
Kepler-38 b,b,0,1,0,0,0,0,0,0,105.599,0.4632,0.032,89.442,,,,4.3,0.384,122.0,0.384,122.0,0.384,Mass,,,,475.0,14.4568,,0.05,2454932.104,BJD-TDB,0.02254,,,,,,,0.394,0,0,0,,Kepler-38,,,TIC 158316612,Gaia DR2 2105448841733970432,Gaia DR3 2105448841733970432,G4 V,5623.0,1.752,0.941,-0.11,3.926,0.49161,10.0,0.175,,2.4,,,0,0,0,Kepler-38,286.830312,42.2791434,1174.59,0.822516,13.9555186,-4.64813,-13.1587,2,1,0,1,14.015,14.56,12.73,12.412,12.342,13.9066,13.4314,13.941,,13.876,13.744,13.642,12.244,12.268,12.535,9.429,Transit,2012,Kepler,Kepler CCD Array,Space,2012-10,<a refstr=OROSZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...758...87O/abstract target=ref> Orosz et al. 2012 </a>,Neptune-like,Hot Zone,8.461
Kepler-380 b,b,0,1,0,0,0,0,0,0,3.930821,0.05,0.0,88.74,,,,1.19,0.106,,,1.81,0.0057,M-R relationship,,,5.9,1317.0,808.093,2.962,0.01014,2454968.19896,BJD,0.008968,10.09,0.19,,,,,0.0614,0,0,0,,Kepler-380,,,TIC 48132154,Gaia DR2 2143746515354698496,Gaia DR3 2143746515354698496,,6045.0,1.224,0.99,-0.16,4.293,0.2776,4.43,0.51,,,,,0,0,0,Kepler-380,282.3947017,48.7591334,813.713,1.2003,11.1729449,11.0199,1.84296,1,2,0,0,13.74,14.349,12.614,12.35,12.289,13.6113,13.2133,13.652,,13.614,13.483,13.464,12.24,12.265,12.051,9.509,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,5.9
Kepler-380 c,c,0,1,0,0,0,0,0,0,7.630004,0.078,0.0,87.84,,,,1.27,0.113,,,2.15,0.00678,M-R relationship,,,5.77,1056.0,333.565,2.949,0.0124,2454970.08071,BJD,0.010399,21.34,0.04,,,,,0.0959,0,0,0,,Kepler-380,,,TIC 48132154,Gaia DR2 2143746515354698496,Gaia DR3 2143746515354698496,,6045.0,1.224,0.99,-0.16,4.293,0.2776,4.43,0.51,,,,,0,0,0,Kepler-380,282.3947017,48.7591334,813.713,1.2003,11.1729449,11.0199,1.84296,1,2,0,0,13.74,14.349,12.614,12.35,12.289,13.6113,13.2133,13.652,,13.614,13.483,13.464,12.24,12.265,12.051,9.509,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,5.77
Kepler-381 b,b,0,1,0,0,0,0,0,0,5.629021,0.066,0.0,88.8,,,,0.99,0.088,,,0.937,0.00295,M-R relationship,,,5.31,1576.0,716.085,3.913,0.00383,2454967.74616,BJD,0.005807,11.29,0.29,,,,,0.247,0,0,0,,Kepler-381,,,TIC 164884235,Gaia DR2 2105835281411929728,Gaia DR3 2105835281411929728,,6152.0,1.568,1.144,-0.2016,4.12,0.5139,2.57,0.37,,,-2.02699,,0,0,0,Kepler-381,285.1828685,43.8310283,267.323,3.71205,19.8896619,14.9652,-13.1012,1,3,0,0,10.47,11.081,9.721,9.547,9.504,10.5459,10.2174,10.421,,10.479,,,9.478,9.497,9.429,8.969,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,5.31
Kepler-381 c,c,0,1,0,0,0,0,0,0,13.391635,0.117,0.0,88.8,,,,1.12,0.1,,,1.46,0.00459,M-R relationship,,,5.71,1180.0,225.331,3.417,0.00461,2454966.05506,BJD,0.006273,30.46,0.49,,,,,0.438,0,0,0,,Kepler-381,,,TIC 164884235,Gaia DR2 2105835281411929728,Gaia DR3 2105835281411929728,,6152.0,1.568,1.144,-0.2016,4.12,0.5139,2.57,0.37,,,-2.02699,,0,0,0,Kepler-381,285.1828685,43.8310283,267.323,3.71205,19.8896619,14.9652,-13.1012,1,3,0,0,10.47,11.081,9.721,9.547,9.504,10.5459,10.2174,10.421,,10.479,,,9.478,9.497,9.429,8.969,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,5.71
Kepler-381 d,d,0,1,0,0,0,0,0,0,8.256299973,0.08364,0.0,87.44,,,,1.0667865,0.09517248,,,1.23,0.00386,M-R relationship,,,5.57,1387.0,436.7,1.9904,0.00395,2454970.92536,BJD,0.005829,12.8,0.9,,,,,0.313,0,0,0,,Kepler-381,,,TIC 164884235,Gaia DR2 2105835281411929728,Gaia DR3 2105835281411929728,,6197.0,2.188,1.198,-0.32,3.837,0.5139,2.57,1.68502,,,-2.02699,,0,0,0,Kepler-381,285.1828685,43.8310283,267.323,3.71205,19.8896619,14.9652,-13.1012,1,3,0,0,10.47,11.081,9.721,9.547,9.504,10.5459,10.2174,10.421,,10.479,,,9.478,9.497,9.429,8.969,Transit,2021,Kepler,Kepler CCD Array,Space,2022-02,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,Terrestrial,Hot Zone,5.57
Kepler-382 b,b,0,1,0,0,0,0,0,0,5.262155,0.055,0.0,85.48,,,,1.32,0.118,,,2.3,0.00724,M-R relationship,,,5.5,1166.0,381.465,3.229,0.01945,2454969.36774,BJD,0.0124,9.0,0.6,,,,,0.0588,0,0,0,,Kepler-382,,,TIC 268612521,Gaia DR2 2085261705174452736,Gaia DR3 2085261705174452736,,5600.0,0.945,1.002,0.082,4.401,0.14553,7.08,0.74,,,,,0,0,0,Kepler-382,299.1362435,45.8699582,935.446,1.0407,12.0804005,9.34931,7.65026,1,2,0,0,14.907,15.885,13.403,12.953,12.89,14.6662,14.1132,14.623,,14.601,14.371,14.267,12.854,12.882,12.989,9.068,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,5.5
Kepler-382 c,c,0,1,0,0,0,0,0,0,12.162701,0.097,0.0,85.65,,,,1.59,0.142,,,3.15,0.00993,M-R relationship,,,4.31,882.0,124.743,1.958,0.03063,2454970.53267,BJD,0.016431,12.79,0.03,,,,,0.104,0,0,0,,Kepler-382,,,TIC 268612521,Gaia DR2 2085261705174452736,Gaia DR3 2085261705174452736,,5600.0,0.945,1.002,0.082,4.401,0.14553,7.08,0.74,,,,,0,0,0,Kepler-382,299.1362435,45.8699582,935.446,1.0407,12.0804005,9.34931,7.65026,1,2,0,0,14.907,15.885,13.403,12.953,12.89,14.6662,14.1132,14.623,,14.601,14.371,14.267,12.854,12.882,12.989,9.068,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,4.31
Kepler-383 b,b,0,1,0,0,0,0,0,0,12.904532,0.095,0.0,88.77,,,,1.32,0.118,,,2.3,0.00724,M-R relationship,,,5.5,545.0,20.91,3.322,0.04124,2454977.31985,BJD,0.018274,30.58,0.33,,,,,0.202,0,0,0,,Kepler-383,,,TIC 137150599,Gaia DR2 2052634109935669376,,,4710.0,0.672,0.669,-0.1785,4.624,-0.698,13.9,3.24938,,,,,0,0,0,Kepler-383,291.3426078,38.3631616,470.0,,8.7875231,1.40405,8.67463,1,2,0,0,15.473,16.486,13.367,12.807,12.674,15.0655,14.3821,15.07,18.2718,14.9871,14.6389,14.4383,12.656,12.751,12.149,9.327,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,5.5
Kepler-383 c,c,0,1,0,0,0,0,0,0,31.200751,0.172,0.0,89.04,,,,1.24,0.111,,,2.07,0.00651,M-R relationship,,,5.97,406.0,6.44,3.718,0.03601,2454973.07568,BJD,0.018145,42.5,0.36,,,,,0.366,0,0,0,,Kepler-383,,,TIC 137150599,Gaia DR2 2052634109935669376,,,4710.0,0.672,0.669,-0.1785,4.624,-0.698,13.9,3.24938,,,,,0,0,0,Kepler-383,291.3426078,38.3631616,470.0,,8.7875231,1.40405,8.67463,1,2,0,0,15.473,16.486,13.367,12.807,12.674,15.0655,14.3821,15.07,18.2718,14.9871,14.6389,14.4383,12.656,12.751,12.149,9.327,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,5.97
Kepler-384 b,b,0,1,0,0,0,0,0,0,22.597053,0.148,0.0,89.87,,,,1.12,0.1,,,1.46,0.00459,M-R relationship,,,5.71,670.0,101.549,6.031,0.01429,2454973.4199,BJD,0.010811,28.19,0.02,,,,,0.165,0,0,0,,Kepler-384,,,TIC 158114249,Gaia DR2 2106306495162679552,Gaia DR3 2106306495162679552,,5577.0,0.882,0.882,-0.29,4.475,0.39588,12.88,0.21,,,,,0,0,0,Kepler-384,286.0261113,44.7828571,895.678,1.08762,4.4636957,2.81777,-3.4619,1,2,0,0,13.734,14.532,12.419,12.082,12.038,13.5538,13.0988,13.584,,13.54,13.39,13.324,11.989,12.042,11.897,9.219,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,5.71
Kepler-384 c,c,0,1,0,0,0,0,0,0,45.348269,0.236,0.0,88.78,,,,1.13,0.101,,,1.51,0.00474,M-R relationship,,,5.75,531.0,40.099,4.657,0.01629,2454975.2508,BJD,0.012116,73.8,0.1,,,,,0.263,0,0,0,,Kepler-384,,,TIC 158114249,Gaia DR2 2106306495162679552,Gaia DR3 2106306495162679552,,5577.0,0.882,0.882,-0.29,4.475,0.39588,12.88,0.21,,,,,0,0,0,Kepler-384,286.0261113,44.7828571,895.678,1.08762,4.4636957,2.81777,-3.4619,1,2,0,0,13.734,14.532,12.419,12.082,12.038,13.5538,13.0988,13.584,,13.54,13.39,13.324,11.989,12.042,11.897,9.219,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,5.75
Kepler-385 b,b,0,1,0,0,0,0,0,0,10.043686,0.097,0.0,79.64,,,,2.73,0.244,12.8,0.04,12.8,0.04,Mass,,,3.46,951.0,143.919,4.597,0.04379,2455186.62503,BJD,0.0201,5.3,0.84,,,,,0.0677,0,0,0,,Kepler-385,,,TIC 27082352,Gaia DR2 2135203000771400320,Gaia DR3 2135203000771400320,,6326.0,1.126,0.992,0.01,4.412,0.14374,3.31,0.79,,,,,0,0,0,Kepler-385,294.3385109,50.3365178,1432.61,0.669369,5.9892617,2.63667,-5.37766,1,3,0,0,15.76,15.362,14.156,13.851,13.819,15.192,14.7468,15.212,,15.145,15.041,14.952,13.723,13.838,13.325,9.552,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Sub-Neptune,Hot Zone,3.46
Kepler-385 c,c,0,1,0,1,0,0,0,0,15.163161,0.127,0.0,80.54,,,,3.04,0.271,13.2,0.042,13.2,0.042,Mass,,,2.58,829.0,83.155,6.804,0.04798,2454977.45741,BJD,0.0182,5.84,0.94,,,,,0.0886,0,0,0,,Kepler-385,,,TIC 27082352,Gaia DR2 2135203000771400320,Gaia DR3 2135203000771400320,,6326.0,1.126,0.992,0.01,4.412,0.14374,3.31,0.79,,,,,0,0,0,Kepler-385,294.3385109,50.3365178,1432.61,0.669369,5.9892617,2.63667,-5.37766,1,3,0,0,15.76,15.362,14.156,13.851,13.819,15.192,14.7468,15.212,,15.145,15.041,14.952,13.723,13.838,13.325,9.552,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Sub-Neptune,Hot Zone,2.58
Kepler-385 d,d,0,1,0,0,0,0,0,0,56.4159,0.2872,0.0,87.94,,,,2.6186448,0.23361984,,,7.36,0.0232,M-R relationship,,,2.25,535.0,15.0,8.075,0.04801,2454996.128,BJD,0.019512,25.2,0.2265,,,,,0.2,0,0,0,,Kepler-385,,,TIC 27082352,Gaia DR2 2135203000771400320,Gaia DR3 2135203000771400320,,5829.0,1.157,1.05,0.01,4.33259,0.14374,3.31,0.955768,,,,,0,0,0,Kepler-385,294.3385109,50.3365178,1432.61,0.669369,5.9892617,2.63667,-5.37766,1,3,0,0,15.76,15.362,14.156,13.851,13.819,15.192,14.7468,15.212,,15.145,15.041,14.952,13.723,13.838,13.325,9.552,Transit,2020,Kepler,Kepler CCD Array,Space,2021-07,<a refstr=ARMSTRONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.5327A/abstract target=ref>Armstrong et al. 2021</a>,Sub-Neptune,Hot Zone,2.25
Kepler-386 b,b,0,1,0,0,0,0,0,0,12.31043,0.096,0.0,87.21,,,,1.39,0.124,,,2.51,0.0079,M-R relationship,,,5.14,651.0,43.262,3.939,0.02637,2454974.86305,BJD,0.015528,25.69,0.8,,,,,0.109,0,0,0,,Kepler-386,,,TIC 267669725,Gaia DR2 2129492824571882240,Gaia DR3 2129492824571882240,,5178.0,0.767,0.825,0.07,4.558,-0.40199,9.9,1.58,,,,,0,0,0,Kepler-386,289.8589165,48.6938077,882.462,1.10529,11.17137,7.34435,-8.41784,1,2,0,0,15.949,16.728,14.183,13.754,13.605,15.6172,15.0254,15.629,,15.588,15.327,15.198,13.467,13.526,13.198,8.874,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,5.14
Kepler-386 c,c,0,1,0,0,0,0,0,0,25.193458,0.155,0.0,88.78,,,,1.58,0.141,,,3.12,0.00982,M-R relationship,,,4.35,513.0,16.657,4.634,0.04812,2454979.43209,BJD,0.021858,41.54,0.0,,,,,0.176,0,0,0,,Kepler-386,,,TIC 267669725,Gaia DR2 2129492824571882240,Gaia DR3 2129492824571882240,,5178.0,0.767,0.825,0.07,4.558,-0.40199,9.9,1.58,,,,,0,0,0,Kepler-386,289.8589165,48.6938077,882.462,1.10529,11.17137,7.34435,-8.41784,1,2,0,0,15.949,16.728,14.183,13.754,13.605,15.6172,15.0254,15.629,,15.588,15.327,15.198,13.467,13.526,13.198,8.874,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,4.35
Kepler-387 b,b,0,1,0,0,0,0,0,0,6.791636,0.068,0.0,89.55,,,,1.03,0.092,,,1.08,0.0034,M-R relationship,,,5.43,994.0,304.081,3.197,0.01026,2454969.4873,BJD,0.00932,15.56,0.03,,,,,0.0849,0,0,0,,Kepler-387,,,TIC 158559417,Gaia DR2 2130255885640736768,Gaia DR3 2130255885640736768,,5774.0,1.046,0.85,-0.3,4.353,0.13738,1.01,0.61,,,,,0,0,0,Kepler-387,287.7982699,45.6567655,801.052,1.21959,15.5034302,13.5666,7.50358,1,2,0,0,14.129,14.779,12.909,12.608,12.536,13.9345,13.524,13.987,,13.945,13.83,13.805,12.52,12.538,12.673,9.234,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,5.43
Kepler-387 c,c,0,1,0,0,0,0,0,0,11.837549,0.098,0.0,88.58,,,,0.89,0.079,,,0.64,0.00201,M-R relationship,,,4.99,826.0,144.963,3.256,0.00929,2454975.2121,BJD,0.009122,25.08,0.13,,,,,0.122,0,0,0,,Kepler-387,,,TIC 158559417,Gaia DR2 2130255885640736768,Gaia DR3 2130255885640736768,,5774.0,1.046,0.85,-0.3,4.353,0.13738,1.01,0.61,,,,,0,0,0,Kepler-387,287.7982699,45.6567655,801.052,1.21959,15.5034302,13.5666,7.50358,1,2,0,0,14.129,14.779,12.909,12.608,12.536,13.9345,13.524,13.987,,13.945,13.83,13.805,12.52,12.538,12.673,9.234,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,4.99
Kepler-388 b,b,0,1,0,0,0,0,0,0,3.173315,0.036,0.0,89.62,,,,0.81,0.072,,,0.457,0.00144,M-R relationship,,,4.73,830.0,112.21,2.042,0.02045,2454966.69965,BJD,0.013094,12.83,0.2,,,,,0.0847,0,0,0,,Kepler-388,,,TIC 164786156,Gaia DR2 2106711424679833984,Gaia DR3 2106711424679833984,,4498.0,0.586,0.635,0.0,4.69,-0.43932,13.9,3.16904,,,,,0,0,0,Kepler-388,284.8280577,44.6086451,425.0,1.6358009,19.2335692,0.423778,-19.2289,1,2,0,0,15.218,16.645,13.261,12.657,12.544,15.0015,14.2916,14.993,,14.934,14.566,14.365,12.512,12.568,12.5,9.398,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,4.73
Kepler-388 c,c,0,1,0,0,0,0,0,0,13.297004,0.093,0.0,89.95,,,,0.86,0.077,,,0.566,0.00178,M-R relationship,,,4.89,515.0,16.64,3.277,0.02197,2454973.94788,BJD,0.013131,31.34,0.18,,,,,0.219,0,0,0,,Kepler-388,,,TIC 164786156,Gaia DR2 2106711424679833984,Gaia DR3 2106711424679833984,,4498.0,0.586,0.635,0.0,4.69,-0.43932,13.9,3.16904,,,,,0,0,0,Kepler-388,284.8280577,44.6086451,425.0,1.6358009,19.2335692,0.423778,-19.2289,1,2,0,0,15.218,16.645,13.261,12.657,12.544,15.0015,14.2916,14.993,,14.934,14.566,14.365,12.512,12.568,12.5,9.398,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,4.89
Kepler-389 b,b,0,1,0,0,0,0,0,0,3.244107,0.041,0.0,84.86,,,,1.51,0.135,,,2.89,0.00909,M-R relationship,,,4.61,1047.0,167.058,2.094,0.03719,2454965.94408,BJD,0.018432,5.9,0.25,,,,,0.0502,0,0,0,,Kepler-389,,,TIC 63074796,Gaia DR2 2126597569938248064,Gaia DR3 2126597569938248064,,5376.0,0.792,0.765,-0.1,4.57,-0.51588,1.86,2.14,,,,,0,0,0,Kepler-389,291.9600082,44.9000587,816.559,1.19668,6.6350715,1.94621,6.34322,1,2,0,0,15.769,16.752,14.417,13.903,13.896,15.7495,15.1697,15.77,,15.718,15.484,15.34,13.786,13.902,13.162,9.106,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,4.61
Kepler-389 c,c,0,1,0,0,0,0,0,0,14.51143,0.11,0.0,85.38,,,,1.46,0.13,,,2.73,0.00859,M-R relationship,,,4.82,636.0,22.735,2.967,0.03558,2454976.86026,BJD,0.016943,11.51,0.31,,,,,0.135,0,0,0,,Kepler-389,,,TIC 63074796,Gaia DR2 2126597569938248064,Gaia DR3 2126597569938248064,,5376.0,0.792,0.765,-0.1,4.57,-0.51588,1.86,2.14,,,,,0,0,0,Kepler-389,291.9600082,44.9000587,816.559,1.19668,6.6350715,1.94621,6.34322,1,2,0,0,15.769,16.752,14.417,13.903,13.896,15.7495,15.1697,15.77,,15.718,15.484,15.34,13.786,13.902,13.162,9.106,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,4.82
Kepler-39 b,b,0,1,1,1,0,0,0,0,21.08721,0.164,0.112,89.07,99.0,,,13.9,1.24,6388.1,20.1,6388.1,20.1,Mass,,,13.0,897.0,90.22,5.96,0.88947,2455942.60708,BJD-TDB,0.091,24.92,0.36,,1257.0,,,0.155,0,0,0,,Kepler-39,,,TIC 272836943,Gaia DR2 2080168561154800384,Gaia DR3 2080168561154800384,F7 V,6350.0,1.4,1.29,0.1,4.4,0.34593,2.1,0.66,4.5,16.0,-0.063,,0,0,0,Kepler-39,296.9603348,46.0342954,1057.41,0.917064,4.5232073,3.89046,-2.30732,1,1,0,0,14.355,15.117,13.236,12.999,12.918,14.2622,13.8261,14.327,,14.279,14.149,14.076,12.858,12.892,12.601,8.76,Transit,2011,Kepler,Kepler CCD Array,Space,2011-09,<a refstr=BOUCHY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...533A..83B/abstract target=ref> Bouchy et al. 2011 </a>,Gas Giant,Hot Zone,13.0
Kepler-390 b,b,0,1,0,0,0,0,0,0,6.738088,0.065,0.0,89.57,,,,0.82,0.073,,,0.477,0.0015,M-R relationship,,,4.75,786.0,99.972,2.377,0.00929,2454966.32269,BJD,0.009275,21.28,0.37,,,,,0.149,0,0,0,,Kepler-390,,,TIC 137340986,Gaia DR2 2101638759069485568,Gaia DR3 2101638759069485568,,5166.0,0.776,0.787,-0.0443,4.569,-0.352,3.24,1.5,,,,,0,0,0,Kepler-390,291.6288086,41.2088351,435.277,2.26866,52.2927929,6.65728,51.8673,2,2,0,0,14.231,15.08,12.584,12.194,12.075,13.9222,13.374,13.942,,13.907,13.678,13.572,12.045,12.082,12.045,8.983,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,4.75
Kepler-390 c,c,0,1,0,0,0,0,0,0,13.060022,0.101,0.0,89.08,,,,0.79,0.07,,,0.418,0.00131,M-R relationship,,,4.66,630.0,41.351,2.665,0.01068,2454977.33121,BJD,0.009582,30.81,0.48,,,,,0.232,0,0,0,,Kepler-390,,,TIC 137340986,Gaia DR2 2101638759069485568,Gaia DR3 2101638759069485568,,5166.0,0.776,0.787,-0.0443,4.569,-0.352,3.24,1.5,,,,,0,0,0,Kepler-390,291.6288086,41.2088351,435.277,2.26866,52.2927929,6.65728,51.8673,2,2,0,0,14.231,15.08,12.584,12.194,12.075,13.9222,13.374,13.942,,13.907,13.678,13.572,12.045,12.082,12.045,8.983,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,4.66
Kepler-391 b,b,0,1,0,0,0,0,0,0,7.4175,0.083,0.46,85.5,103.0,,,2.5,0.22303545,1100.0,3.46098704764298,1100.0,3.46098705,Mass,,,380.0,930.0,690.0,7.12,0.00726,2455690.3959,BJD-TDB,0.00795,6.2,0.38,,340.0,,,0.0955,0,0,0,,Kepler-391,,,TIC 290032428,Gaia DR2 2133196151531241216,Gaia DR3 2133196151531241216,K2 III-IV,5038.0,2.879,1.27,0.04,3.62,0.66276,4.365,0.0822,,2.6,21.59,-5.14,0,0,0,Kepler-391,290.6218844,51.0573453,869.236,1.12166,12.7884256,10.2964,7.58472,1,2,0,0,13.177,14.075,11.564,11.072,10.97,12.984,12.395,13.007,,12.931,12.717,12.56,10.928,11.0,10.913,9.172,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Sub-Neptune,Hot Zone,380.0
