pl_name,pl_letter,pl_controv_flag,tran_flag,rv_flag,ttv_flag,ptv_flag,ast_flag,micro_flag,ima_flag,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_orblper,pl_orbtper,pl_orbtper_systemref,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_msinie,pl_msinij,pl_dens,pl_eqt,pl_insol,pl_trandur,pl_trandep,pl_tranmid,pl_tranmid_systemref,pl_ratror,pl_ratdor,pl_imppar,pl_occdep,pl_rvamp,pl_projobliq,pl_trueobliq,pl_angsep,pl_nespec,pl_ntranspec,pl_ndispec,pl_pubdate,hostname,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_age,st_dens,st_rotp,st_vsin,st_radv,st_log_rhk,st_nphot,st_nrvc,st_nspec,sy_name,ra,dec,sy_dist,sy_plx,sy_pm,sy_pmra,sy_pmdec,sy_snum,sy_pnum,sy_mnum,cb_flag,sy_vmag,sy_bmag,sy_jmag,sy_hmag,sy_kmag,sy_gaiamag,sy_tmag,sy_kepmag,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,discoverymethod,disc_year,disc_facility,disc_instrument,disc_locale,disc_pubdate,disc_refname,planet_class,habitability_zone_est,calc_density
Kepler-369 b,b,0,1,0,0,0,0,0,0,2.732756,0.03,0.0,86.76,,,,1.13,0.101,,,1.51,0.00474,M-R relationship,,,5.75,687.0,40.295,1.037,0.06131,2455187.09555,BJD,0.022321,19.21,0.27,,,,,0.14,0,0,0,,Kepler-369,,,TIC 26961231,Gaia DR2 2128835935094128512,Gaia DR3 2128835935094128512,,3591.0,0.471,0.5,-0.09,4.785,-1.42022,4.17,4.326912,,,,,0,0,0,Kepler-369,293.6743322,47.9084727,214.0,3.8413895,21.3831901,17.9522,11.6172,1,2,0,0,16.429,18.041,13.247,12.594,12.395,15.6683,14.5771,15.673,,15.875,14.991,14.538,12.253,12.211,12.662,9.572,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,5.75
Kepler-369 c,c,0,1,0,0,0,0,0,0,14.871572,0.094,0.0,89.98,,,,1.41,0.126,,,2.57,0.00809,M-R relationship,,,5.04,391.0,4.21,2.427,0.09449,2454970.69114,BJD,0.027799,48.5,0.01,,,,,0.439,0,0,0,,Kepler-369,,,TIC 26961231,Gaia DR2 2128835935094128512,Gaia DR3 2128835935094128512,,3591.0,0.471,0.5,-0.09,4.785,-1.42022,4.17,4.326912,,,,,0,0,0,Kepler-369,293.6743322,47.9084727,214.0,3.8413895,21.3831901,17.9522,11.6172,1,2,0,0,16.429,18.041,13.247,12.594,12.395,15.6683,14.5771,15.673,,15.875,14.991,14.538,12.253,12.211,12.662,9.572,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,5.04
Kepler-37 b,b,0,1,1,0,0,0,0,0,13.36702,0.1019,0.098,88.63,,,,0.3098,0.02763855,0.79,0.00248561797057995,0.79,0.00248562,Mass,,,140.0,718.0,44.5,3.733,0.00122,2455017.0473,BJD-TDB,0.0036,28.68,0.759,,0.25,,,1.59,0,0,0,,Kepler-37,,,TIC 164652245,Gaia DR2 2106674071344722688,Gaia DR3 2106674071344722688,,5357.0,0.789,0.79,-0.36,4.5667,-0.32187,7.6,2.46,,1.1,-30.1,,0,2,0,Kepler-37,284.0592503,44.5183733,63.9207,15.6155,77.6774605,-60.5205,48.6935,1,4,0,0,9.770001,10.446,8.356,8.0,7.942,9.54988,9.0638,9.705,,9.779,,,7.867,7.933,7.901,8.183,Transit,2013,Kepler,Kepler CCD Array,Space,2013-02,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Natur.494..452B/abstract target=ref> Barclay et al. 2013 </a>,Terrestrial,Hot Zone,140.0
Kepler-37 c,c,0,1,0,0,0,0,0,0,21.301848,0.139,0.099,89.07,,,,0.755,0.0673567,1.3,0.0040902574199417,1.3,0.00409026,Mass,,,15.0,615.0,23.9,3.8131,0.00854,2455024.83997,BJD-TDB,0.00944,42.18,0.43,,0.34,,,2.17,0,0,0,,Kepler-37,,,TIC 164652245,Gaia DR2 2106674071344722688,Gaia DR3 2106674071344722688,,5357.0,0.789,0.79,-0.36,4.5667,-0.32187,7.6,2.46,,1.1,-30.1,,0,2,0,Kepler-37,284.0592503,44.5183733,63.9207,15.6155,77.6774605,-60.5205,48.6935,1,4,0,0,9.770001,10.446,8.356,8.0,7.942,9.54988,9.0638,9.705,,9.779,,,7.867,7.933,7.901,8.183,Transit,2013,Kepler,Kepler CCD Array,Space,2013-02,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Natur.494..452B/abstract target=ref> Barclay et al. 2013 </a>,Terrestrial,Hot Zone,15.0
Kepler-37 d,d,0,1,0,1,0,0,0,0,39.7922622,0.2109,0.1,89.335,,,,2.03,0.18110478,2.0,0.00629270372298723,2.0,0.0062927,Mass,,,1.3,499.0,10.39,4.4474,0.06044,2455008.24982,BJD-TDB,0.023201,69.576,0.535,,0.44,,,3.3,0,2,0,,Kepler-37,,,TIC 164652245,Gaia DR2 2106674071344722688,Gaia DR3 2106674071344722688,,5357.0,0.789,0.79,-0.36,4.5667,-0.32187,7.6,2.46,,1.1,-30.1,,0,2,0,Kepler-37,284.0592503,44.5183733,63.9207,15.6155,77.6774605,-60.5205,48.6935,1,4,0,0,9.770001,10.446,8.356,8.0,7.942,9.54988,9.0638,9.705,,9.779,,,7.867,7.933,7.901,8.183,Transit,2013,Kepler,Kepler CCD Array,Space,2013-02,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Natur.494..452B/abstract target=ref> Barclay et al. 2013 </a>,Sub-Neptune,Hot Zone,1.3
Kepler-37 e,e,0,1,0,1,0,0,0,0,51.196,0.25,0.0,89.95,,,,0.37,0.03300925,,,8.1,0.02548545,Msini,8.1,0.0254854500780983,879.0,401.0,7.6252,8.99,0.0027,2455028.73,BJD,0.0046,43.4,0.02,,1.6,,,3.91,0,0,0,,Kepler-37,,,TIC 164652245,Gaia DR2 2106674071344722688,Gaia DR3 2106674071344722688,,5288.0,0.772,0.8,-0.25,4.5667,-0.32187,3.8,2.46,,1.1,-30.1,,0,2,0,Kepler-37,284.0592503,44.5183733,63.9207,15.6155,77.6774605,-60.5205,48.6935,1,4,0,0,9.770001,10.446,8.356,8.0,7.942,9.54988,9.0638,9.705,,9.779,,,7.867,7.933,7.901,8.183,Transit Timing Variations,2014,Kepler,Kepler CCD Array,Space,2014-05,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,Terrestrial,Hot Zone,879.0
Kepler-370 b,b,0,1,0,0,0,0,0,0,4.57953,0.054,0.0,89.72,,,,1.59,0.142,,,3.15,0.00993,M-R relationship,,,4.31,1040.0,361.514,3.282,0.02071,2454968.09728,BJD,0.01325,11.407,0.91,,,,,0.0462,0,0,0,,Kepler-370,,,TIC 137411225,Gaia DR2 2053578521704124160,Gaia DR3 2053578521704124160,,5852.0,0.9,0.982,0.1323,4.531,0.00609,6.03,0.93,,,,,0,0,0,Kepler-370,292.1710683,40.9162381,1167.94,0.828058,17.7179891,-11.4548,-13.5172,1,2,0,0,15.467,16.114,13.977,13.65,13.55,15.1595,14.6657,15.198,,15.143,14.978,14.888,13.559,13.616,12.329,9.135,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,4.31
Kepler-370 c,c,0,1,0,0,0,0,0,0,19.02293,0.14,0.0,88.73,,,,1.91,0.17,,,4.31,0.0136,M-R relationship,,,3.4,647.0,54.197,3.418,0.04016,2454972.66161,BJD,0.01957,25.7,0.35,,,,,0.12,0,0,0,,Kepler-370,,,TIC 137411225,Gaia DR2 2053578521704124160,Gaia DR3 2053578521704124160,,5852.0,0.9,0.982,0.1323,4.531,0.00609,6.03,0.93,,,,,0,0,0,Kepler-370,292.1710683,40.9162381,1167.94,0.828058,17.7179891,-11.4548,-13.5172,1,2,0,0,15.467,16.114,13.977,13.65,13.55,15.1595,14.6657,15.198,,15.143,14.978,14.888,13.559,13.616,12.329,9.135,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,3.4
Kepler-371 b,b,0,1,0,0,0,0,0,0,34.763278,0.2,0.0,89.04,,,,1.89,0.169,,,4.23,0.0133,M-R relationship,,,3.44,554.0,41.737,4.174,0.02937,2454994.73489,BJD,0.016763,43.0,0.62,,,,,0.246,0,0,0,,Kepler-371,,,TIC 137550286,Gaia DR2 2052702348375966208,Gaia DR3 2052702348375966208,,5666.0,0.992,0.876,-0.1975,4.39,0.24392,12.88,0.45,,,,,0,0,0,Kepler-371,292.3264835,38.6575441,813.192,1.20114,8.1315407,3.51919,-7.33057,1,2,0,0,13.997,14.092,12.701,12.356,12.344,13.7984,13.3487,13.865,,13.805,13.681,13.606,12.284,12.321,11.587,8.676,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,3.44
Kepler-371 c,c,0,1,0,0,0,0,0,0,67.968015,0.313,0.0,89.71,,,,1.78,0.159,,,3.82,0.012,M-R relationship,,,3.72,443.0,17.063,7.802,0.03218,2454996.5629,BJD,0.016483,66.12,0.1,,,,,0.385,0,0,0,,Kepler-371,,,TIC 137550286,Gaia DR2 2052702348375966208,Gaia DR3 2052702348375966208,,5666.0,0.992,0.876,-0.1975,4.39,0.24392,12.88,0.45,,,,,0,0,0,Kepler-371,292.3264835,38.6575441,813.192,1.20114,8.1315407,3.51919,-7.33057,1,2,0,0,13.997,14.092,12.701,12.356,12.344,13.7984,13.3487,13.865,,13.805,13.681,13.606,12.284,12.321,11.587,8.676,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,3.72
Kepler-372 b,b,0,1,0,0,0,0,0,0,6.849692,0.075,0.0,75.35,,,,1.36,0.121,,,2.42,0.00761,M-R relationship,,,5.29,1081.0,384.627,4.12,0.01392,2454967.68069,BJD,0.011261,3.77,0.2,,,,,0.0502,0,0,0,,Kepler-372,,,TIC 350810559,Gaia DR2 2129931942027348608,Gaia DR3 2129931942027348608,,6509.0,1.137,1.202,-0.13,4.405,0.32073,2.349,0.54,,,,,0,0,0,Kepler-372,291.2562253,49.2589288,1493.95,0.640547,10.0549276,2.75776,-9.66935,1,3,0,0,14.928,16.018,13.878,13.563,13.559,14.8342,14.4297,14.881,,14.829,14.738,14.715,13.532,13.552,13.066,9.141,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,5.29
Kepler-372 c,c,0,1,0,0,0,0,0,0,20.053763,0.154,0.0,83.71,,,,2.09,0.186,,,5.02,0.0158,M-R relationship,,,3.02,755.0,91.881,6.031,0.03054,2454969.58035,BJD,0.01759,17.7,0.23,,,,,0.103,0,0,0,,Kepler-372,,,TIC 350810559,Gaia DR2 2129931942027348608,Gaia DR3 2129931942027348608,,6509.0,1.137,1.202,-0.13,4.405,0.32073,2.349,0.54,,,,,0,0,0,Kepler-372,291.2562253,49.2589288,1493.95,0.640547,10.0549276,2.75776,-9.66935,1,3,0,0,14.928,16.018,13.878,13.563,13.559,14.8342,14.4297,14.881,,14.829,14.738,14.715,13.532,13.552,13.066,9.141,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Sub-Neptune,Hot Zone,3.02
Kepler-372 d,d,0,1,0,0,0,0,0,0,30.092568,0.201,0.0,86.73,,,,1.69,0.151,,,3.5,0.011,M-R relationship,,,3.98,660.0,53.471,7.499,0.02426,2454982.03083,BJD,0.017063,9.59,0.3,,,,,0.135,0,0,0,,Kepler-372,,,TIC 350810559,Gaia DR2 2129931942027348608,Gaia DR3 2129931942027348608,,6509.0,1.137,1.202,-0.13,4.405,0.32073,2.349,0.54,,,,,0,0,0,Kepler-372,291.2562253,49.2589288,1493.95,0.640547,10.0549276,2.75776,-9.66935,1,3,0,0,14.928,16.018,13.878,13.563,13.559,14.8342,14.4297,14.881,,14.829,14.738,14.715,13.532,13.552,13.066,9.141,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,3.98
Kepler-373 b,b,0,1,0,0,0,0,0,0,5.535309,0.06,0.0,89.81,,,,1.36,0.121,,,2.42,0.00761,M-R relationship,,,5.29,1054.0,453.872,2.864,0.02606,2454965.76048,BJD,0.014566,15.353,0.16,,,,,0.055,0,0,0,,Kepler-373,,,TIC 299218776,Gaia DR2 2133124511477266176,Gaia DR3 2133124511477266176,,5787.0,0.845,0.981,0.14,4.562,0.21244,10.96,0.43,,,,,0,0,0,Kepler-373,289.3879904,50.5970115,1090.45,0.888301,8.8437202,-2.66922,-8.43129,1,2,0,0,14.596,15.064,13.28,12.896,12.859,14.4856,13.9901,14.514,,14.457,14.303,14.227,12.844,12.889,12.64,8.925,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,5.29
Kepler-373 c,c,0,1,0,0,0,0,0,0,16.725948,0.126,0.0,89.32,,,,1.24,0.111,,,2.07,0.00651,M-R relationship,,,5.97,729.0,103.756,2.875,0.01949,2454976.74868,BJD,0.01301,26.0,0.48,,,,,0.116,0,0,0,,Kepler-373,,,TIC 299218776,Gaia DR2 2133124511477266176,Gaia DR3 2133124511477266176,,5787.0,0.845,0.981,0.14,4.562,0.21244,10.96,0.43,,,,,0,0,0,Kepler-373,289.3879904,50.5970115,1090.45,0.888301,8.8437202,-2.66922,-8.43129,1,2,0,0,14.596,15.064,13.28,12.896,12.859,14.4856,13.9901,14.514,,14.457,14.303,14.227,12.844,12.889,12.64,8.925,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,5.97
Kepler-374 b,b,0,1,0,0,0,0,0,0,1.897806,0.029,0.0,87.55,,,,1.03,0.092,,,1.08,0.0034,M-R relationship,,,5.43,1761.0,2014.661,2.641,0.01324,2454965.67854,BJD,0.0106,5.443,0.05,,,,,0.0229,0,0,0,,Kepler-374,,,TIC 270863576,Gaia DR2 2077745168807120128,Gaia DR3 2077745168807120128,,5977.0,0.911,1.033,0.1111,4.479,0.27435,8.51,0.45,,,,,0,0,0,Kepler-374,294.1378921,42.3704075,1265.61,0.761806,17.5984513,-6.32277,-16.4234,1,3,0,0,14.701,15.459,13.503,13.181,13.136,14.6608,14.1816,14.686,,14.65,14.48,14.389,13.094,13.146,12.567,9.225,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,5.43
Kepler-374 c,c,0,1,0,0,0,0,0,0,3.282807,0.042,0.0,88.82,,,,1.1,0.098,,,1.37,0.0043,M-R relationship,,,5.66,1467.0,966.591,3.309,0.01425,2454964.89972,BJD,0.010816,7.719,0.29,,,,,0.0332,0,0,0,,Kepler-374,,,TIC 270863576,Gaia DR2 2077745168807120128,Gaia DR3 2077745168807120128,,5977.0,0.911,1.033,0.1111,4.479,0.27435,8.51,0.45,,,,,0,0,0,Kepler-374,294.1378921,42.3704075,1265.61,0.761806,17.5984513,-6.32277,-16.4234,1,3,0,0,14.701,15.459,13.503,13.181,13.136,14.6608,14.1816,14.686,,14.65,14.48,14.389,13.094,13.146,12.567,9.225,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,5.66
Kepler-374 d,d,0,1,0,0,0,0,0,0,5.028219,0.056,0.0,88.37,,,,1.31,0.117,,,2.27,0.00714,M-R relationship,,,5.55,1272.0,548.099,3.44,0.01813,2454967.10741,BJD,0.012294,10.55,0.69,,,,,0.0442,0,0,0,,Kepler-374,,,TIC 270863576,Gaia DR2 2077745168807120128,Gaia DR3 2077745168807120128,,5977.0,0.911,1.033,0.1111,4.479,0.27435,8.51,0.45,,,,,0,0,0,Kepler-374,294.1378921,42.3704075,1265.61,0.761806,17.5984513,-6.32277,-16.4234,1,3,0,0,14.701,15.459,13.503,13.181,13.136,14.6608,14.1816,14.686,,14.65,14.48,14.389,13.094,13.146,12.567,9.225,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,5.55
Kepler-375 b,b,0,1,0,0,0,0,0,0,12.125934,0.101,0.0,87.38,,,,1.45,0.129,,,2.7,0.00849,M-R relationship,,,4.87,851.0,64.444,3.04,0.03275,2454975.10445,BJD,0.017091,17.59,0.32,,,,,0.0815,0,0,0,,Kepler-375,,,TIC 299032517,Gaia DR2 2130963696251416960,Gaia DR3 2130963696251416960,,5826.0,0.837,0.891,-0.04,4.567,-0.16278,0.4,1.37,,,,,0,0,0,Kepler-375,288.6178715,48.0983639,1238.81,0.778936,5.7741465,-1.0229,-5.68282,1,2,0,0,15.643,16.727,14.536,14.092,14.081,15.6771,15.1772,15.699,,15.65,15.486,15.422,13.936,13.968,13.15,9.451,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,4.87
Kepler-375 c,c,0,1,0,0,0,0,0,0,19.986326,0.141,0.0,85.75,,,,2.65,0.236,,,7.51,0.0236,M-R relationship,,,2.22,720.0,33.152,3.81,0.0648,2454968.52342,BJD,0.031886,12.99,0.93,,,,,0.114,0,0,0,,Kepler-375,,,TIC 299032517,Gaia DR2 2130963696251416960,Gaia DR3 2130963696251416960,,5826.0,0.837,0.891,-0.04,4.567,-0.16278,0.4,1.37,,,,,0,0,0,Kepler-375,288.6178715,48.0983639,1238.81,0.778936,5.7741465,-1.0229,-5.68282,1,2,0,0,15.643,16.727,14.536,14.092,14.081,15.6771,15.1772,15.699,,15.65,15.486,15.422,13.936,13.968,13.15,9.451,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Sub-Neptune,Hot Zone,2.22
Kepler-376 b,b,0,1,0,0,0,0,0,0,4.920199,0.057,0.0,88.48,,,,1.07,0.095,,,1.24,0.0039,M-R relationship,,,5.56,1242.0,689.912,3.915,0.0081,2454968.40794,BJD,0.00824,9.11,0.34,,,,,0.0618,0,0,0,,Kepler-376,,,TIC 137219378,Gaia DR2 2052681801251572480,Gaia DR3 2052681801254023808,,5900.0,1.175,0.968,-0.1038,4.303,0.35663,1.91,0.35,,,,,0,0,0,Kepler-376,291.6071451,38.4103192,923.067,1.05479,15.1111513,-3.67446,-14.6576,1,2,0,0,13.86,14.453,12.697,12.384,12.32,13.734,13.3032,13.776,15.4435,12.5531,15.5933,13.5787,12.314,12.338,12.487,9.158,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,5.56
Kepler-376 c,c,0,1,0,0,0,0,0,0,14.172327,0.115,0.0,87.71,,,,1.79,0.16,,,3.86,0.0121,M-R relationship,,,3.7,873.0,168.29,2.61,0.02468,2454975.59795,BJD,0.014719,43.41,0.19,,,,,0.125,0,0,0,,Kepler-376,,,TIC 137219378,Gaia DR2 2052681801251572480,Gaia DR3 2052681801254023808,,5900.0,1.175,0.968,-0.1038,4.303,0.35663,1.91,0.35,,,,,0,0,0,Kepler-376,291.6071451,38.4103192,923.067,1.05479,15.1111513,-3.67446,-14.6576,1,2,0,0,13.86,14.453,12.697,12.384,12.32,13.734,13.3032,13.776,15.4435,12.5531,15.5933,13.5787,12.314,12.338,12.487,9.158,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,3.7
Kepler-377 b,b,0,1,0,0,0,0,0,0,12.509529,0.109,0.0,88.36,,,,1.39,0.124,,,2.51,0.0079,M-R relationship,,,5.14,875.0,139.112,4.022,0.01553,2454970.00758,BJD,0.011945,20.3,0.06,,,,,0.132,0,0,0,,Kepler-377,,,TIC 184015535,Gaia DR2 2073157456550947200,Gaia DR3 2073157456550947200,,5949.0,1.224,1.043,0.05,4.303,0.21756,5.5,0.66,,,,,0,0,0,Kepler-377,295.4220717,38.7356737,823.804,1.18532,7.3048171,7.27114,-0.700625,1,2,0,0,14.081,14.56,12.801,12.474,12.469,13.8315,13.4007,13.86,,13.822,13.688,13.62,12.397,12.438,12.253,9.268,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,5.14
Kepler-377 c,c,0,1,0,0,0,0,0,0,27.014976,0.182,0.0,89.99,,,,2.06,0.184,,,4.9,0.0154,M-R relationship,,,3.08,677.0,49.855,5.776,0.02876,2454965.50842,BJD,0.015809,39.23,0.34,,,,,0.221,0,0,0,,Kepler-377,,,TIC 184015535,Gaia DR2 2073157456550947200,Gaia DR3 2073157456550947200,,5949.0,1.224,1.043,0.05,4.303,0.21756,5.5,0.66,,,,,0,0,0,Kepler-377,295.4220717,38.7356737,823.804,1.18532,7.3048171,7.27114,-0.700625,1,2,0,0,14.081,14.56,12.801,12.474,12.469,13.8315,13.4007,13.86,,13.822,13.688,13.62,12.397,12.438,12.253,9.268,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Sub-Neptune,Hot Zone,3.08
Kepler-378 b,b,0,1,0,0,0,0,0,0,16.092361,0.112,0.0,87.69,,,,0.75,0.067,,,0.347,0.00109,M-R relationship,,,4.52,503.0,17.819,1.937,0.01369,2454975.51349,BJD,0.0105,23.2,0.54,,,,,0.736,0,0,0,,Kepler-378,,,TIC 271354634,Gaia DR2 2080095512350543744,Gaia DR3 2080095512350543744,,4661.0,0.671,0.78,0.1369,4.647,-0.65539,3.24,3.003438,,,-61.87915,,0,0,0,Kepler-378,294.9489697,46.4388673,152.094,6.54596,75.7075913,56.656,50.2169,1,2,0,0,12.619,13.927,10.846,10.317,10.201,12.4551,11.7943,12.485,,12.398,12.1,11.93,10.142,10.22,10.138,9.13,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,4.52
Kepler-378 c,c,0,1,0,0,0,0,0,0,28.906009,0.166,0.0,88.68,,,,0.7,0.062,,,0.271,0.000852,M-R relationship,,,4.34,414.0,8.166,3.043,0.01051,2454991.82172,BJD,0.009084,72.8,0.35,,,,,1.09,0,0,0,,Kepler-378,,,TIC 271354634,Gaia DR2 2080095512350543744,Gaia DR3 2080095512350543744,,4661.0,0.671,0.78,0.1369,4.647,-0.65539,3.24,3.003438,,,-61.87915,,0,0,0,Kepler-378,294.9489697,46.4388673,152.094,6.54596,75.7075913,56.656,50.2169,1,2,0,0,12.619,13.927,10.846,10.317,10.201,12.4551,11.7943,12.485,,12.398,12.1,11.93,10.142,10.22,10.138,9.13,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Terrestrial,Hot Zone,4.34
Kepler-379 b,b,0,1,0,0,0,0,0,0,20.09838,0.152,0.0,89.96,,,,1.66,0.148,,,3.39,0.0107,M-R relationship,,,4.07,775.0,90.346,5.105,0.01578,2455040.5759,BJD,0.011605,29.82,0.0,,,,,0.208,0,0,0,,Kepler-379,,,TIC 184167421,Gaia DR2 2073167180357401984,Gaia DR3 2073167180357401984,,6054.0,1.306,1.125,0.09,4.273,0.27953,2.24,0.55,,,,,0,0,0,Kepler-379,295.7010981,38.9458209,731.274,1.3387,3.3245586,-1.14757,-3.12022,1,2,0,0,13.475,14.101,12.341,12.092,12.005,13.3686,12.959,13.358,,13.31,13.193,13.158,11.978,12.025,12.296,9.237001,Transit,2014,Kepler,Kepler CCD Array,Space,2014-03,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Super-Earth,Hot Zone,4.07
